Ticker,Date,PRC,RET,Headline,Score
AXSM,2020-11-04,74.73,0.076181,Axsome Therapeutics to Present Data from the ADVANCE-1 Trial of AXS-05 in Alzheimer’s Disease Agitation at the 13th Clinical Trials on Alzheimer’s Disease (CTAD) Conference,0.51
AXSM,2020-10-29,68.03,0.01386,"Axsome Therapeutics to Report Third Quarter 2020 Financial Results on November 5, 2020",0.1
AXSM,2020-09-30,71.25,-0.01425,Axsome Therapeutics Announces $225 Million Term Loan Facility with Hercules Capital,0.62
AXSM,2020-09-25,77.02,0.014355,"The Daily Biotech Pulse: Gilead's $7.25B Debt Offering, Lexicon Deleverages, Taysha Gene Therapies Prices IPO",0.22
AXSM,2020-09-25,77.02,0.014355,Axsome Therapeutics Presents New Data from MOMENTUM Phase 3 Trial with AXS-07 Demonstrating Rapid Onset of Action and Reduced Symptom Recurrence in the Acute Treatment of Migraine,0.74
AXSM,2020-09-24,75.93,-0.021394,"The Daily Biotech Pulse: Coronavirus Vaccine Updates From J&amp;J &amp; MediciNova, Australian Regulatory Nod For GW Pharma",0.42
AXSM,2020-09-22,81.27,0.031476,Axsome Therapeutics Announces Expedited Development of AXS-12 for the Treatment of Narcolepsy Based on FDA Breakthrough Therapy Meeting,0.72
AXSM,2020-09-18,81.65,0.032499,Axsome Therapeutics Announces AXS-07 Phase 3 Migraine Trial Results Selected by the American Academy of Neurology Science Committee as Featured Presentation,0.72
AXSM,2020-09-15,81.26,-0.021612,Axsome Therapeutics Presents New Data from GEMINI Phase 3 Trial with AXS-05 Demonstrating Rapid and Significant Improvements in Patient-Reported Outcomes in Major Depressive Disorder,0.74
AXSM,2020-09-11,73.03,0.0,Axsome Therapeutics to Present New Data for AXS-05 in Major Depressive Disorder at the 33rd European College of Neuropsychopharmacology Congress,0.62
AXSM,2020-09-09,72.39,0.040236,Axsome Therapeutics to Present at the Morgan Stanley 18th Annual Global Healthcare Conference,0.21
AXSM,2020-09-01,72.5,-0.011049,Axsome Therapeutics Confirms Pivotal Status and Advancement of AXS-05 for the Treatment of Alzheimer’s Disease Agitation Based on Successful FDA Breakthrough Therapy Meeting,0.73
AXSM,2020-08-21,77.57,-0.031948,Axsome Therapeutics Completes Successful FDA Pre-NDA Meeting for AXS-07 for the Acute Treatment of Migraine,0.7
AXSM,2020-08-11,77.62,-0.050984,Axsome Therapeutics Reports Second Quarter 2020 Financial Results and Provides Business Update,0.2
AXSM,2020-08-11,77.62,-0.050984,Axsome Therapeutics Announces Further Progress in AXS-05 Depression Clinical Program,0.64
AXSM,2020-08-06,78.04,0.030775,Axsome Therapeutics Receives FDA Breakthrough Therapy Designation for AXS-12 for the Treatment of Narcolepsy,0.76
AXSM,2020-07-31,71.33,-0.043834,"Axsome Therapeutics to Report Second Quarter 2020 Financial Results on August 10, 2020",0.18
AXSM,2020-07-14,79.42,0.034923,Axsome Therapeutics Completes Successful FDA Pre-NDA Meeting for AXS-05 for the Treatment of Major Depressive Disorder,0.76
AXSM,2020-05-27,78.45,0.023216,Axsome Therapeutics to Host 2020 Annual Meeting of Stockholders Virtually,0.04
AXSM,2020-05-01,90.13,-0.051563,"Axsome Therapeutics to Report First Quarter 2020 Financial Results on May 8, 2020",0.13
AXSM,2020-04-28,96.35,0.014211,Axsome Therapeutics Announces AXS-05 Achieves Primary Endpoint in the ADVANCE-1 Pivotal Phase 2/3 Trial in Alzheimer’s Disease Agitation,0.73
AXSM,2020-04-07,49.87,-0.068721,Axsome Therapeutics Announces AXS-07 Achieves Both Co-Primary Endpoints and Prevents Migraine Pain Progression in the INTERCEPT Phase 3 Trial in the Early Treatment of Migraine,0.74
AXSM,2020-03-31,58.83,0.021709,Axsome Therapeutics Announces Topline Results of the STRIDE-1 Phase 3 Trial in Treatment Resistant Depression and Expert Call to Discuss Clinical Implications,0.64
AXSM,2020-03-13,61.24,-0.054646,Axsome Therapeutics Reports Fourth Quarter and Full Year 2019 Financial Results and Provides Business Update,0.18
AXSM,2020-03-06,83.7,-0.052632,Axsome Therapeutics Announces the Promotion of Mark Jacobson to Chief Operating Officer,0.23
AXSM,2020-03-05,88.35,-0.020184,"Axsome Therapeutics to Report Fourth Quarter and Full Year 2019 Financial Results on March 12, 2020",0.09
AXSM,2020-02-21,91.13,-0.015768,Axsome Therapeutics Completes Patient Enrollment in the INTERCEPT Phase 3 Trial of AXS-07 in the Early Treatment of Migraine,0.66
AXSM,2020-01-23,87.76,0.002857,Axsome Therapeutics Completes Patient Randomization in the STRIDE-1 Phase 3 Trial of AXS-05 in Treatment Resistant Depression,0.62
AXSM,2020-01-14,90.49,0.024802,Axsome Therapeutics Enters into Exclusive License Agreement with Pfizer Inc. for Pfizer’s Reboxetine Clinical and Nonclinical Data and for New Phase 3 Esreboxetine Product Candidate,0.74
AYRO,2021-06-29,5.2,0.042084,15 Best Very Cheap Stocks to Buy Right Now,0.54
AYRO,2021-06-24,4.93,-0.021825,Where Do Hedge Funds Stand On vTv Therapeutics Inc (VTVT)?,0.13
AYRO,2021-06-15,5.21,-0.044037,Where Do Hedge Funds Stand On National Bankshares Inc. (NKSH)?,0.33
AYRO,2021-06-11,5.45,0.040076,Gallery Carts Brings More Electric Vehicle Food Service and Retail Solutions to Colleges through OnCampus Brands Partnership,0.64
AYRO,2021-06-09,5.7,0.02518,AYRO Receives $2 Million Purchase Order for New Club Car Current EV Following Launch,0.73
AYRO,2021-06-08,5.56,-0.003584,"AYRO to Present at the LD Micro Virtual Invitational on June 9, 2021",0.41
AYRO,2021-05-14,4.37,0.120513,AYRO Announces First Quarter 2021 Financial Results and Provides Corporate Update,0.2
AYRO,2021-05-14,4.37,0.120513,AYRO Inc to Host Earnings Call,0.13
AYRO,2021-04-21,4.69,0.012959,Here's Why We're Not Too Worried About Ayro's (NASDAQ:AYRO) Cash Burn Situation,0.38
AYRO,2021-04-16,4.87,-0.039448,"AYRO to Participate on EV Panel at the Benzinga Cleantech Small Cap Conference and Present to Investors on April 22, 2021",0.31
AYRO,2021-04-01,6.58,0.015432,[Correction] AYRO Announces Year-End 2020 Financial Results and Provides Corporate Update,0.11
AYRO,2021-04-01,6.58,0.015432,AYRO Announces Year-End 2020 Financial Results and Provides Corporate Update,0.17
AYRO,2021-03-25,6.65,0.010638,"AYRO to Report Year-End 2020 Financial Results on Wednesday, March 31, 2021 and Provide Corporate Update",0.06
AYRO,2021-03-18,6.51,-0.065997,"AYRO Inc. Enters Agreement with Element Fleet Management, the World’s Largest Pure-Play Automotive Fleet Manager",0.73
AYRO,2021-03-12,7.0,-0.004267,AYRO to Present at Maxim Group’s Inaugural Emerging Growth Virtual Conference,0.41
AYRO,2021-03-09,6.37,0.111693,Industry-First Electric Vaccine Vehicle Launches to Expand Access to COVID-19 Vaccination and Testing,0.7
AYRO,2021-02-18,8.64,-0.03139,"Ayro, Inc.'s (NASDAQ:AYRO) Shift From Loss To Profit",0.73
AYRO,2021-02-12,9.91,0.062165,"AYRO, Inc. Announces $41,800,000 Registered Direct Offering Priced At-the-Market under Nasdaq Rules",-0.31
AYRO,2021-01-26,7.9,0.175595,AYRO Announces $20 Million Registered Direct Offering with Two Existing Investors,0.32
AYRO,2020-12-15,6.26,0.134058,CIBC announces changes to the CIBC Atlas Clean Energy Index,0.18
AYRO,2020-11-25,8.57,-0.014943,AYRO Closes $10.0 Million Registered Direct Offering,0.72
AYRO,2020-11-24,8.7,-0.179245,AYRO Announces $10.0 Million Registered Direct Offering Priced At-the-Market under Nasdaq Rules,-0.29
AYRO,2020-11-04,2.81,0.048507,"AYRO to Report Third Quarter 2020 Financial Results on Friday, November 6, 2020 and Provide Corporate Update",0.03
AYRO,2020-09-30,2.96,-0.066246,AYRO Inc. and Karma Automotive’s Innovation and Customization Center Announce Strategic Partnership,0.64
AYRO,2020-08-26,3.7,0.152648,AYRO Inc. Announces Investor Conference Participation Schedule for September 2020,0.18
AYRO,2020-07-22,4.83,-0.006173,"AYRO, Inc. Announces $9.25 Million Registered Direct Offering Priced At-the-Market under Nasdaq Rules",-0.27
AYRO,2020-07-07,5.93,0.108411,"AYRO, Inc. Announces $15 Million Registered Direct Offering",-0.4
AYRO,2020-06-18,2.69,0.003731,"AYRO, Inc. Announces $5.5 Million Registered Direct Offering",-0.41
BCML,2021-07-01,18.16,0.011699,Is Cedar Realty Trust Inc (CDR) A Good Stock To Buy?,0.29
BCML,2021-06-18,18.21,0.007748,Hedge Funds Are Selling Consolidated Water Co. Ltd. (CWCO),-0.43
BCML,2021-06-15,18.36,-0.001088,Is Lantern Pharma Inc. (LTRN) A Good Stock To Buy Now?,0.17
BCML,2021-06-14,18.38,-0.014477,Do Hedge Funds Love The Community Financial Corporation (TCFC)?,0.44
BCML,2021-04-23,18.24,0.022422,BayCom Corp Reports 2021 First Quarter Earnings of $4.5 Million,0.12
BCML,2021-02-23,16.72,0.07455,BayCom Corp Announces Adoption of Stock Repurchase Program,0.64
BCML,2021-01-29,14.7,-0.02,BayCom Corp Reports 2020 Fourth Quarter Earnings of $4.5 Million,0.31
BCML,2020-12-17,15.43,0.012467,Have Insiders Been Buying BayCom Corp (NASDAQ:BCML) Shares?,0.2
BCML,2020-12-03,15.09,-0.009192,Is Energous Corporation (WATT) A Good Stock To Buy Now?,0.16
BCML,2020-12-02,15.23,0.027665,New Strong Sell Stocks for December 1st,-0.72
BCML,2020-12-01,14.82,0.029167,Is Middlefield Banc Corp. (MBCN) A Good Stock To Buy?,-0.01
BCML,2020-12-01,14.82,0.029167,Do Hedge Funds Love Capital Product Partners L.P. (CPLP)?,0.34
BCML,2020-11-02,11.66,0.05045,Here's What BayCom Corp's (NASDAQ:BCML) Shareholder Ownership Structure Looks Like,0.04
BCML,2020-10-23,12.34,0.016474,BayCom Corp Reports 2020 Third Quarter Earnings of $3.2 Million,0.24
BCML,2020-09-18,11.6,0.022026,How Much Is BayCom's (NASDAQ:BCML) CEO Getting Paid?,-0.06
BCML,2020-08-11,11.43,0.011504,BayCom Corp Announces Closing of Subordinated Notes Offering,0.43
BCML,2020-08-07,10.56,0.007634,BayCom Corp Announces Pricing of Subordinated Notes Offering,0.18
BCML,2020-08-04,10.48,0.009634,BayCom's(NASDAQ:BCML) Share Price Is Down 53% Over The Past Year.,-0.63
BCML,2020-07-24,11.77,0.011168,Why Earnings Season Could Be Great for BayCom (BCML),0.73
BCML,2020-07-23,11.64,-0.04355,BayCom Corp Reports 2020 Second Quarter Earnings of $3.1 Million,0.27
BCML,2020-06-19,13.19,0.029664,"Trade Alert: The Independent Chairman of the Board Of BayCom Corp (NASDAQ:BCML), Lloyd Kendall, Has Just Spent US$150k Buying 14% More Shares",0.74
BCML,2020-06-05,14.06,0.027027,Natural Resource Partners LP (NRP): Hedge Funds Are Nibbling,0.41
BGFV,2021-06-14,28.91,-0.01027,Alexco Resource Corp. (AXU): Hedge Funds In Wait-and-See Mode,0.04
BGFV,2021-05-12,27.93,-0.089932,Why Big 5 Sporting Goods Is Plunging 14% Today,-0.69
BGFV,2021-05-12,27.93,-0.089932,"Pool Stock Heats Up, Sees Relative Strength Rating Jump To 81",0.69
BGFV,2021-05-10,31.31,0.031291,Big 5 Sporting Goods (NASDAQ:BGFV) Could Be A Buy For Its Upcoming Dividend,0.52
BGFV,2021-05-06,28.3,0.131547,Why Big 5 Sporting Goods Stock Was Surging Today,0.72
BGFV,2021-05-06,28.3,0.131547,"Dow Jones Today Eyes Record, Tech Stocks Bounce As Yellen Clarifies; Big 5, Under Armour Lead Retail Rally",0.66
BGFV,2021-05-06,28.3,0.131547,"Dow Jones Today, Futures Rise, Tech Stocks Bounce As Yellen Clarifies; Big 5, Under Armour Lead Retail Rally",0.57
BGFV,2021-05-06,28.3,0.131547,Big 5 Sporting Goods (BGFV) Q1 2021 Earnings Call Transcript,0.17
BGFV,2021-05-05,25.01,0.311484,"Academy Sports &amp; Outdoor, IBD Stock Of The Day, Holds Its Ground Near Buy Point",0.35
BGFV,2021-05-05,25.01,0.311484,Big 5 Sporting Goods Corporation Announces Fiscal 2021 First Quarter Results,0.51
BGFV,2021-05-05,25.01,0.311484,Big 5 Sporting Goods Corp. to Host Earnings Call,0.22
BGFV,2021-04-28,18.38,0.0,"Big 5 Sporting Goods Corporation to Report Fiscal 2021 First Quarter Results on May 4, 2021",0.02
BGFV,2021-04-08,17.02,0.020384,Bridgestone Golf has no plans to relocate from Georgia: CEO,0.12
BGFV,2021-04-06,16.82,-0.00591,Investors Will Want Big 5 Sporting Goods' (NASDAQ:BGFV) Growth In ROCE To Persist,0.44
BGFV,2021-03-17,16.08,0.024204,Top Retail Stocks for Q2 2021,0.51
BGFV,2021-03-04,12.68,-0.073776,A Look Into Big 5 Sporting Goods Price Over Earnings,0.17
BGFV,2021-03-04,12.68,-0.073776,Big 5 Sporting Goods (BGFV) Q4 2020 Earnings Call Transcript,0.04
BGFV,2021-03-03,13.69,-0.069973,Big 5 Sporting Goods Corporation Announces Fiscal 2020 Fourth Quarter and Full Year Results,0.31
BGFV,2021-03-02,14.72,-0.006748,This Week's 5 Red-Hot Earnings Charts,0.64
BGFV,2021-02-26,13.5,-0.043232,Big 5 Sporting Goods Corporation Announces Entry Into New Five-Year Credit Facility,0.41
BGFV,2021-02-24,14.77,0.030705,5 Value Stocks To Watch In The Consumer Cyclical Sector,0.26
BGFV,2021-02-24,14.77,0.030705,"Big 5 Sporting Goods Corporation to Report Fiscal 2020 Fourth Quarter and Full Year Results on March 2, 2021",0.04
BGFV,2021-02-10,15.62,0.009044,5 Value Stocks In The Consumer Cyclical Sector,0.4
BGFV,2021-01-27,12.61,0.003182,Overview Of Value Stocks In The Consumer Cyclical Sector,0.1
BGFV,2021-01-15,11.21,-0.016667,The Big 5 Sporting Goods (NASDAQ:BGFV) Share Price Is Up 196% And Shareholders Are Boasting About It,0.73
BGFV,2021-01-14,11.4,-0.018933,Big 5 Sporting Goods shares rally after preliminary Q4 profit beats expectations,0.73
BGFV,2021-01-14,11.4,-0.018933,Big 5 Sporting Goods Corporation Announces Fiscal 2020 Fourth Quarter and Full Year Sales Results and Update of Earnings Guidance,0.52
BGFV,2021-01-08,12.23,0.006584,Big 5 Sporting Goods Corporation to Present at 23rd Annual ICR Conference,0.21
BGFV,2021-01-06,11.89,0.080909,A Look Into Consumer Cyclical Sector Value Stocks,0.22
BGFV,2020-12-15,8.63,0.066749,Is UTI A Good Stock To Buy Now?,0.29
BGFV,2020-12-10,8.75,-0.047878,Do Big 5 Sporting Goods's (NASDAQ:BGFV) Earnings Warrant Your Attention?,-0.07
BGFV,2020-12-04,9.35,-0.003198,"Should I Buy Sesen Bio, Inc. (SESN)?",0.35
BGFV,2020-11-30,9.53,-0.053097,"Is Eton Pharmaceuticals, Inc. (ETON) A Good Stock To Buy Now?",0.28
BGFV,2020-11-27,10.17,0.004941,Will Hedge Funds Ever Come Back To Grupo Supervielle S.A. (SUPV)?,0.11
BGFV,2020-11-10,7.85,0.018158,Is Big 5 Sporting Goods Corporation's (NASDAQ:BGFV) Recent Stock Performance Influenced By Its Fundamentals In Any Way?,-0.04
BGFV,2020-10-29,7.39,-0.017287,Price Over Earnings Overview: Big 5 Sporting Goods,0.17
BGFV,2020-10-28,7.52,-0.073892,Big 5 Sporting Goods Corporation Announces Record Fiscal 2020 Third Quarter Results,0.76
BGFV,2020-10-21,8.26,0.011016,"Big 5 Sporting Goods Corporation to Report Fiscal 2020 Third Quarter Results on October 27, 2020",0.02
BGFV,2020-07-29,6.58,0.472036,Big 5 Sporting Goods Corporation Announces Fiscal 2020 Second Quarter Results,0.17
BGFV,2020-07-22,4.34,0.215686,"Big 5 Sporting Goods Corporation to Report Fiscal 2020 Second Quarter Results on July 28, 2020",0.03
BGFV,2020-07-10,2.66,-0.007463,Big 5 Sporting Goods Corporation Provides Preliminary Results for Fiscal 2020 Second Quarter,0.18
BGFV,2020-06-25,2.07,0.143646,"Hedge Funds Are Selling Superior Energy Services, Inc. (SPN)",-0.43
BGFV,2020-05-28,1.9,-0.020619,Big 5 Sporting Goods Corporation Announces Fiscal 2020 First Quarter Results,0.11
BGFV,2020-05-20,1.36,-0.062069,"Big 5 Sporting Goods Corporation to Report Fiscal 2020 First Quarter Results on May 27, 2020",0.04
BGFV,2020-02-26,2.33,-0.206133,Big 5 Sporting Goods Corporation Announces Fiscal 2019 Fourth Quarter and Full-Year Results,0.11
BGFV,2020-02-19,3.56,0.00565,"Big 5 Sporting Goods Corporation to Report Fiscal 2019 Fourth Quarter and Full Year Results on February 25, 2020",0.04
BGFV,2020-01-14,4.06,0.309677,Big 5 Sporting Goods Corporation Announces Fiscal 2019 Fourth Quarter and Full Year Sales Results and Update of Earnings Guidance,0.18
BGSF,2021-06-29,11.97,-0.009926,"Is Computer Task Group, Inc. (CTG) A Good Stock To Buy?",0.28
BGSF,2021-06-18,12.34,-0.040435,BGSF (NYSE:BGSF) Could Be Struggling To Allocate Capital,-0.44
BGSF,2021-06-08,12.28,-0.009677,"BGSF, Inc. to Host Investor Meetings at the 11th Annual East Coast IDEAS Investor Conference",0.44
BGSF,2021-05-10,13.3,0.01372,"Don't Race Out To Buy BGSF, Inc. (NYSE:BGSF) Just Because It's Going Ex-Dividend",-0.1
BGSF,2021-05-07,13.12,-0.027428,"BGSF, Inc. to Host Earnings Call",0.09
BGSF,2021-05-07,13.12,-0.027428,"BGSF, Inc. Announces First Quarter 2021 Financial Results and 26th Consecutive Dividend",0.53
BGSF,2021-04-23,14.18,0.035793,"BGSF, Inc. to Host First Quarter 2021 Earnings Conference Call and Webcast",0.43
BGSF,2021-03-30,13.66,-0.007267,"BGSF, Inc.'s (NYSE:BGSF) Financial Prospects Don't Look Very Positive: Could It Mean A Stock Price Drop In The Future?",-0.33
BGSF,2021-03-17,15.36,-0.019783,All You Need to Know About BG Staffing (BGSF) Rating Upgrade to Buy,0.73
BGSF,2021-03-12,16.12,0.044042,"BGSF, Inc. Announces Fourth Quarter and Fiscal Year 2020 Financial Results",0.24
BGSF,2021-03-05,14.77,0.020028,Earnings Preview: BG Staffing (BGSF) Q4 Earnings Expected to Decline,-0.54
BGSF,2021-02-17,13.53,-0.013034,"BGSF, Inc. to Host Fiscal 2020 Fourth Quarter and Year-End Earnings Conference Call and Webcast",0.21
BGSF,2021-02-10,14.11,-0.035543,"Free Perks? Why Not, As Burger King Tests New Loyalty Program",0.31
BGSF,2021-02-10,14.11,-0.035543,"BGSF, Inc. Acquires Momentum Solutionz, a Nationally Recognized Provider of Information Technology Consulting and Managed Services",0.77
BGSF,2021-02-09,14.63,0.003429,"BGSF, Inc. Declares 25th Consecutive Quarterly Dividend",0.63
BGSF,2021-02-02,12.92,0.000775,Wall Street Has Made a Huge Mistake Overlooking These 3 Stocks,0.68
BGSF,2021-01-27,12.64,-0.030675,"BG Staffing, Inc. Announces Corporate Name Change to BGSF, Inc. to Reflect Broader Workforce Solutions Strategy",0.33
BGSF,2021-01-08,13.5,0.0,Burger King Undergoes Regal Redesign: Will It Impress Customers?,0.32
BGSF,2021-01-08,13.5,0.0,Burger King revamps brand for first time in over 20 years,0.54
BGSF,2021-01-07,13.5,0.017332,Here's Why Investors Should Retain Fiserv (FISV) Stock Now,0.51
BGSF,2021-01-07,13.5,0.017332,Broadridge (BR) Announces Collaboration With Software Vender SLIB,0.41
BGSF,2021-01-07,13.5,0.017332,Impossible Foods cuts wholesale prices by 15% for second time in one year,0.41
BGSF,2021-01-06,13.27,0.03028,6 Reasons Why You Should Invest in Republic Services (RSG),0.76
BGSF,2021-01-06,13.27,0.03028,Top Ranked Growth Stocks to Buy for January 5th,0.6
BGSF,2020-12-31,13.49,0.048174,Is Restaurant Brands (QSR) Poised for a Turnaround in 2021?,0.49
BGSF,2020-12-15,13.7,0.05547,Indian shares end higher; Burger King more than doubles in market debut,0.8
BGSF,2020-12-03,12.95,0.015686,Where Do Hedge Funds Stand On Townsquare Media Inc (TSQ)?,0.3
BIPC,2021-06-23,72.72,-0.011016,Brookfield Infrastructure Files Second Notice of Variation and Extension of the terms of the Offer to Purchase Inter Pipeline Ltd.,0.18
BIPC,2021-06-18,72.19,0.004592,Brookfield Infrastructure Corporation Announces Results of Annual Meeting of Shareholders,0.02
BIPC,2021-06-11,69.88,0.016288,Brookfield Infrastructure Challenges Inter Pipeline Ltd.’s Inappropriate Defensive Tactics,-0.61
BIPC,2021-05-25,69.96,0.007634,Brookfield Infrastructure Completes Offering of $250 Million of 60-Year Subordinated Notes,0.27
BIPC,2021-05-07,73.89,0.019032,Brookfield Infrastructure's Earnings Surge as the Global Economy Restarts,0.76
BIPC,2021-05-07,73.89,0.019032,Brookfield Infrastructure Reports Record First Quarter Results as FFO Increases 20%,0.77
BIPC,2021-04-20,75.06,0.014324,5 Utilities Beating the Market,0.63
BIPC,2021-04-13,73.63,-0.007682,Better Buy: Brookfield Infrastructure vs. Kinder Morgan,0.35
BIPC,2021-04-08,73.16,-0.004626,Brookfield Infrastructure Partners L.P. 2021 First Quarter Conference Call and Webcast for Investors and Analysts,0.04
BIPC,2021-04-08,73.16,-0.004626,Did You Miss Brookfield Infrastructure's (NYSE:BIPC) 94% Share Price Gain?,0.76
BIPC,2021-03-12,76.19,0.01088,Brookfield Infrastructure Comments on Inter Pipeline Ltd. Directors’ Circular,0.15
BIPC,2021-03-01,67.49,0.019178,Better Buy: Brookfield Infrastructure Partners vs. Clearway Energy,0.17
BIPC,2021-02-23,63.29,0.019984,Brookfield Infrastructure and Kinder Morgan to Sell Pipeline Stake for $830 million,0.64
BIPC,2021-02-23,63.29,0.019984,Brookfield Infrastructure Commences Cash and Share Offer to Acquire Inter Pipeline Ltd.,0.76
BIPC,2021-02-22,62.05,0.006325,Income Investors Should Know That Brookfield Infrastructure Corporation (NYSE:BIPC) Goes Ex-Dividend Soon,0.1
BIPC,2021-02-17,60.4,-0.005598,Is Brookfield Infrastructure Stock a Buy?,0.49
BIPC,2021-02-16,60.74,0.021012,3 Dividend Stocks Perfect for Retirees,0.5
BIPC,2021-02-11,61.77,-0.018121,Brookfield Infrastructure Announces Intention to Acquire Inter Pipeline Ltd. for C$16.50 per Share in a Transaction Valued at C$13.5 Billion,0.77
BIPC,2021-02-04,65.94,0.015086,Brookfield Infrastructure Corp - Ordinary Shares - Class A (Subordinate Share) to Host Earnings Call,0.13
BIPC,2021-02-04,65.94,0.015086,Brookfield Infrastructure Reports 2020 Year-End Results,0.21
BIPC,2021-02-03,64.96,-0.007487,Brookfield Infrastructure Announces Sale of North American District Energy Business for $4.1 Billion,0.74
BIPC,2021-02-02,65.45,-0.036508,Brookfield Infrastructure Corp. (BIPC) is a Definite ‘BUY’: FAM Funds,0.74
BIPC,2021-01-22,68.86,0.014587,Brookfield Infrastructure Issues $200 Million Green Preferred Units,0.44
BIPC,2021-01-06,66.02,-0.060347,Brookfield Infrastructure Partners L.P. 2020 Fourth Quarter Conference Call and  Webcast for Investors and Analysts,0.02
BIPC,2020-12-03,66.01,0.008402,Brookfield Infrastructure Announces Reset Distribution Rate on Its Series 3 Preferred Units,0.15
BIPC,2020-11-23,67.53,0.021325,Brookfield Infrastructure Corporation (NYSE:BIPC) Stock Goes Ex-Dividend In Just Four Days,-0.06
BIPC,2020-11-11,68.2,0.002204,Brookfield Infrastructure Renews its Limited Partnership Unit and Preferred Unit Normal Course Issuer Bids and Brookfield Infrastructure Corporation Commences a Normal Course Issuer Bid for Exchangeable Shares,0.18
BIPC,2020-11-10,68.05,0.053895,Brookfield Infrastructure Reports Third Quarter 2020 Results,0.21
BIPC,2020-10-09,55.93,-0.018083,Brookfield Infrastructure Partners L.P. 2020 Third Quarter Conference Call and Webcast for Investors and Analysts,0.0
BIPC,2020-10-02,55.05,-0.004881,Brookfield Infrastructure Announces Medium-Term Note Redemption Price Information,0.02
BIPC,2020-09-23,53.66,-0.013603,Brookfield Infrastructure Issues $200 Million Inaugural Green Preferred Units,0.53
BIPC,2020-09-02,52.97,0.049742,Brookfield Infrastructure to Redeem CDN$450 Million of 3.452% Series 2 Notes,0.21
BIPC,2020-09-02,52.97,0.049742,3 Top Infrastructure Stocks to Buy in September,0.71
BLDR,2021-07-01,43.68,0.02391,Builders FirstSource (BLDR) to Buy WTS Paradigm For $450M,0.77
BLDR,2021-06-30,42.66,0.002114,"Builders FirstSource to Acquire WTS Paradigm, LLC, a Software Solutions and Services Provider for the Building Products Industry",0.73
BLDR,2021-06-29,42.57,-0.059019,Aramark (ARMK): Hedge Funds Are Snapping Up,0.61
BLDR,2021-06-22,44.43,0.012534,"Hedge Funds Have Never Been This Bullish On Builders FirstSource, Inc. (BLDR)",0.68
BLDR,2021-06-22,44.43,0.012534,Hedge Funds Are Betting On Athene Holding Ltd. (ATH),0.54
BLDR,2021-06-11,43.86,0.027648,Builders FirstSource Shows Improved Relative Strength; Expanding With $400 Mil Cornerstone Buyout,0.64
BLDR,2021-06-04,42.7,0.010651,Did You Miss Builders FirstSource's (NASDAQ:BLDR) Impressive 254% Share Price Gain?,0.72
BLDR,2021-05-26,45.17,0.00691,Builders FirstSource (BLDR) Expands Reach in Arizona With Alliance,0.54
BLDR,2021-05-26,45.17,0.00691,"Builders Firstsource to Snap Up Cornerstone Building for $400M, Boost Geographic Presence",0.76
BLDR,2021-05-25,44.86,0.008543,Builders FirstSource Announces Definitive Agreement to Acquire Alliance Portfolio of Businesses,0.76
BLDR,2021-05-11,50.4,-0.036329,"Builders FirstSource (BLDR) Buys John's Lumber, Boosts Presence",0.71
BLDR,2021-05-07,52.36,0.006923,Builders FirstSource (BLDR) Surpasses Q1 Earnings and Revenue Estimates,0.74
BLDR,2021-05-07,52.36,0.006923,"Builders FirstSource, Inc. to Host Earnings Call",0.22
BLDR,2021-05-07,52.36,0.006923,Builders FirstSource Reports Record First Quarter 2021 Results,0.76
BLDR,2021-05-06,52.0,0.059927,A Trio of Strong Performers to Consider,0.47
BLDR,2021-05-06,52.0,0.059927,Why Builders FirstSource (BLDR) Might Surprise This Earnings Season,0.62
BLDR,2021-04-30,48.67,-0.026016,Builders FirstSource (BLDR) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,0.62
BLDR,2021-04-29,49.97,0.018756,"Should You Be Impressed By Builders FirstSource, Inc.'s (NASDAQ:BLDR) ROE?",0.33
BLDR,2021-04-28,49.05,-0.018215,What's in Store for Builders FirstSource's (BLDR) Q1 Earnings?,0.34
BLDR,2021-04-23,48.77,0.021147,Is FLO Stock A Buy or Sell?,0.08
BLDR,2021-04-23,48.77,0.021147,Is BYD Stock A Buy or Sell?,-0.04
BLDR,2021-04-23,48.77,0.021147,Builders FirstSource to Host First Quarter 2021 Financial Results Conference Call and Webcast,0.03
BLDR,2021-04-23,48.77,0.021147,Builders FirstSource (BLDR) to Report Q1 Results: Wall Street Expects Earnings Growth,0.68
BLDR,2021-04-14,47.82,-0.010348,Boise Cascade: Making the Most of Brisk Housing Starts,0.67
BLDR,2021-04-14,47.82,-0.010348,"Stamps.com, Beyond Meat, Fastenal, Advance Auto Parts and Builders FirstSource highlighted as Zacks Bull and Bear of the Day",0.51
BLDR,2021-04-13,48.32,-0.019878,Why the Earnings Surprise Streak Could Continue for Builders FirstSource (BLDR),0.73
BLDR,2021-04-08,47.34,0.008307,Is SNV Stock A Buy or Sell?,-0.03
BLDR,2021-04-08,47.34,0.008307,Is BLDR Stock A Buy or Sell?,0.08
BLDR,2021-04-07,46.95,-0.022893,Beacon Appoints Binit Sanghvi Head of Investor Relations,0.23
BLDR,2021-04-01,47.37,0.021566,"These infrastructure stocks could rise up to 41% in a year on Biden’s massive spending plan, analysts say",0.73
BLDR,2021-03-30,45.91,0.025693,Is ASH Stock A Buy or Sell?,0.16
